periodo	product_id	tn	tn_lag_1	tn_lag_2	tn_lag_3	tn_lag_4	tn_lag_5	tn_lag_6	tn_lag_7	tn_lag_8	tn_lag_9	tn_lag_10	tn_lag_11	tn_target
201906	20132	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	60.06763	79.17867	68.40392	64.00751	68.65725	65.41836	53.9349
201907	20132	61.397619999999996	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	60.06763	79.17867	68.40392	64.00751	68.65725	77.19774
201908	20132	53.9349	61.397619999999996	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	60.06763	79.17867	68.40392	64.00751	82.61955
201909	20132	77.19774	53.9349	61.397619999999996	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	60.06763	79.17867	68.40392	77.77431
201910	20132	82.61955	77.19774	53.9349	61.397619999999996	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	60.06763	79.17867	40.09161
201911	20132	77.77431	82.61955	77.19774	53.9349	61.397619999999996	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	60.06763	
201912	20132	40.09161	77.77431	82.61955	77.19774	53.9349	61.397619999999996	72.12106	67.1721	47.80113	55.09684	39.59476	58.29638	
201701	20133	35.6265												80.63055
201702	20133	58.82058	35.6265											71.69526
201703	20133	80.63055	58.82058	35.6265										91.75257
201704	20133	71.69526	80.63055	58.82058	35.6265									66.90411
201705	20133	91.75257	71.69526	80.63055	58.82058	35.6265								53.136720000000004
201706	20133	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265							48.18996
201707	20133	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265						83.41515
201708	20133	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265					85.6674
201709	20133	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265				80.03268
201710	20133	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265			67.82139
201711	20133	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265		67.88691
201712	20133	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	35.6265	78.58305
201801	20133	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	58.82058	113.34141
201802	20133	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	80.63055	50.10642
201803	20133	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	71.69526	45.4545
201804	20133	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	91.75257	90.31932
201805	20133	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	66.90411	58.370129999999996
201806	20133	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	53.136720000000004	52.13754
201807	20133	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.18996	42.98112
201808	20133	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	83.41515	48.46842
201809	20133	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	85.6674	40.5405
201810	20133	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	80.03268	41.26941
201811	20133	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	67.82139	57.878730000000004
201812	20133	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	67.88691	54.701010000000004
201901	20133	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	78.58305	64.05399
201902	20133	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	113.34141	11.91645
201903	20133	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	50.10642	51.36768
201904	20133	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	45.4545	95.97042
201905	20133	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	90.31932	63.52164
201906	20133	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	58.370129999999996	68.29641
201907	20133	63.52164	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	52.13754	76.2489
201908	20133	68.29641	63.52164	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	42.98112	81.88362000000001
201909	20133	76.2489	68.29641	63.52164	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	48.46842	67.03515
201910	20133	81.88362000000001	76.2489	68.29641	63.52164	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	40.5405	30.835350000000002
201911	20133	67.03515	81.88362000000001	76.2489	68.29641	63.52164	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	41.26941	
201912	20133	30.835350000000002	67.03515	81.88362000000001	76.2489	68.29641	63.52164	95.97042	51.36768	11.91645	64.05399	54.701010000000004	57.878730000000004	
201701	20134	71.35947												82.75176
201702	20134	68.59125	71.35947											59.12361
201703	20134	82.75176	68.59125	71.35947										81.44136
201704	20134	59.12361	82.75176	68.59125	71.35947									71.40861
201705	20134	81.44136	59.12361	82.75176	68.59125	71.35947								57.690360000000005
201706	20134	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947							44.29152
201707	20134	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947						71.24481
201708	20134	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947					82.82547
201709	20134	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947				82.01466
201710	20134	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947			58.69773
201711	20134	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947		67.32999
201712	20134	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	71.35947	68.86152
201801	20134	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	68.59125	121.06457999999999
201802	20134	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	82.75176	63.80829
201803	20134	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	59.12361	46.50282
201804	20134	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	81.44136	74.67642
201805	20134	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	71.40861	55.98684
201806	20134	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	57.690360000000005	45.88038
201807	20134	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	44.29152	41.53149
201808	20134	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	71.24481	47.96883
201809	20134	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	82.82547	42.931979999999996
201810	20134	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	82.01466	44.25876
201811	20134	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	58.69773	47.77227
201812	20134	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	67.32999	46.52739
201901	20134	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	68.86152	56.70756
201902	20134	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	121.06457999999999	21.17934
201903	20134	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	63.80829	54.92214
201904	20134	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	46.50282	87.89508
201905	20134	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	74.67642	69.44301
201906	20134	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	55.98684	64.84842
201907	20134	69.44301	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	45.88038	71.26119
201908	20134	64.84842	69.44301	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	41.53149	80.99091
201909	20134	71.26119	64.84842	69.44301	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	47.96883	76.73210999999999
201910	20134	80.99091	71.26119	64.84842	69.44301	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	42.931979999999996	49.98357
201911	20134	76.73210999999999	80.99091	71.26119	64.84842	69.44301	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	44.25876	
201912	20134	49.98357	76.73210999999999	80.99091	71.26119	64.84842	69.44301	87.89508	54.92214	21.17934	56.70756	46.52739	47.77227	
201804	20135	105.25491												114.3062
201805	20135	148.30462	105.25491											142.5243
201806	20135	114.3062	148.30462	105.25491										154.38729
201807	20135	142.5243	114.3062	148.30462	105.25491									178.18061
201808	20135	154.38729	142.5243	114.3062	148.30462	105.25491								83.52285
201809	20135	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491							105.32213999999999
201810	20135	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491						69.20658
201811	20135	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491					72.27595000000001
201812	20135	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491				57.646010000000004
201901	20135	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491			64.38964
201902	20135	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491		113.52209
201903	20135	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	105.25491	66.86536
201904	20135	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	148.30462	44.96519
201905	20135	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	114.3062	145.19043
201906	20135	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	142.5243	106.47589
201907	20135	145.19043	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	154.38729	137.46095
201908	20135	106.47589	145.19043	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	178.18061	98.13037
201909	20135	137.46095	106.47589	145.19043	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	83.52285	132.40882
201910	20135	98.13037	137.46095	106.47589	145.19043	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	105.32213999999999	101.03175
201911	20135	132.40882	98.13037	137.46095	106.47589	145.19043	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	69.20658	
201912	20135	101.03175	132.40882	98.13037	137.46095	106.47589	145.19043	44.96519	66.86536	113.52209	64.38964	57.646010000000004	72.27595000000001	
201701	20137	60.76891												74.46724999999999
201702	20137	68.60079	60.76891											82.81527
201703	20137	74.46724999999999	68.60079	60.76891										70.27836
201704	20137	82.81527	74.46724999999999	68.60079	60.76891									81.43557
201705	20137	70.27836	82.81527	74.46724999999999	68.60079	60.76891								59.36936
201706	20137	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891							75.291
201707	20137	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891						75.48974
201708	20137	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891					95.77894
201709	20137	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891				53.74112
201710	20137	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891			74.0106
201711	20137	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891		56.06396
201712	20137	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	60.76891	64.42178
201801	20137	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	68.60079	80.82994000000001
201802	20137	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	74.46724999999999	69.35508
201803	20137	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	82.81527	65.75177
201804	20137	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	70.27836	43.58659
201805	20137	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	81.43557	72.58111
201806	20137	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	59.36936	62.35725
201807	20137	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	75.291	53.4234
201808	20137	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	75.48974	58.605000000000004
201809	20137	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	95.77894	57.23521
201810	20137	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	53.74112	42.63357
201811	20137	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	74.0106	48.63907
201812	20137	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	56.06396	59.59767
201901	20137	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	64.42178	64.1637
201902	20137	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	80.82994000000001	71.91629
201903	20137	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	69.35508	67.95542999999999
201904	20137	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	65.75177	39.45713
201905	20137	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	43.58659	63.19094
201906	20137	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	72.58111	36.43958
201907	20137	63.19094	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	62.35725	58.68439
201908	20137	36.43958	63.19094	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	53.4234	54.40616
201909	20137	58.68439	36.43958	63.19094	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	58.605000000000004	60.44128
201910	20137	54.40616	58.68439	36.43958	63.19094	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	57.23521	37.55127
201911	20137	60.44128	54.40616	58.68439	36.43958	63.19094	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	42.63357	
201912	20137	37.55127	60.44128	54.40616	58.68439	36.43958	63.19094	39.45713	67.95542999999999	71.91629	64.1637	59.59767	48.63907	
201701	20138	100.32231												51.42872
201702	20138	72.62872	100.32231											102.19758999999999
201703	20138	51.42872	72.62872	100.32231										92.72609
201704	20138	102.19758999999999	51.42872	72.62872	100.32231									85.98929
201705	20138	92.72609	102.19758999999999	51.42872	72.62872	100.32231								56.65484
201706	20138	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231							64.62445
201707	20138	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231						77.12563
201708	20138	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231					86.24991
201709	20138	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231				116.60865
201710	20138	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231			83.28948
201711	20138	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231		75.63244
201712	20138	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	100.32231	51.74127
201801	20138	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	72.62872	115.92284
201802	20138	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	51.42872	54.98805
201803	20138	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	102.19758999999999	93.98487
201804	20138	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	92.72609	59.45612
201805	20138	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	85.98929	49.97384
201806	20138	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	56.65484	62.42266
201807	20138	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	64.62445	62.88446
201808	20138	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	77.12563	75.78399999999999
201809	20138	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	86.24991	45.14796
201810	20138	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	116.60865	30.35247
201811	20138	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	83.28948	49.36941
201812	20138	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	75.63244	53.80157
201901	20138	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	51.74127	65.00741000000001
201902	20138	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	115.92284	39.03845
201903	20138	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	54.98805	32.2566
201904	20138	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	93.98487	24.081039999999998
201905	20138	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	59.45612	40.42404
201906	20138	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	49.97384	19.23569
201907	20138	40.42404	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	62.42266	38.13913
201908	20138	19.23569	40.42404	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	62.88446	43.0087
201909	20138	38.13913	19.23569	40.42404	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	75.78399999999999	50.63343
201910	20138	43.0087	38.13913	19.23569	40.42404	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	45.14796	28.33495
201911	20138	50.63343	43.0087	38.13913	19.23569	40.42404	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	30.35247	
201912	20138	28.33495	50.63343	43.0087	38.13913	19.23569	40.42404	24.081039999999998	32.2566	39.03845	65.00741000000001	53.80157	49.36941	
201701	20139	39.85254												90.31932
201702	20139	33.89841	39.85254											74.529
201703	20139	90.31932	33.89841	39.85254										76.59288
201704	20139	74.529	90.31932	33.89841	39.85254									62.17848
201705	20139	76.59288	74.529	90.31932	33.89841	39.85254								62.37504
201706	20139	62.17848	76.59288	74.529	90.31932	33.89841	39.85254							45.06138
201707	20139	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	39.85254						81.44136
201708	20139	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	39.85254					81.5724
201709	20139	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	39.85254				77.53473
201710	20139	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	39.85254			64.2096
201711	20139	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	39.85254		54.65187
201712	20139	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	39.85254	58.68954
201801	20139	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	33.89841	78.69771
201802	20139	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	90.31932	43.84926
201803	20139	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	74.529	56.43729
201804	20139	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	76.59288	42.52248
201805	20139	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	62.17848	86.05233
201806	20139	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	62.37504	46.42092
201807	20139	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	45.06138	36.5274
201808	20139	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	81.44136	46.96146
201809	20139	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	81.5724	37.78047
201810	20139	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	77.53473	45.3726
201811	20139	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	64.2096	56.453669999999995
201812	20139	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	54.65187	51.29397
201901	20139	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	58.68954	73.11213
201902	20139	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	78.69771	11.22849
201903	20139	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	43.84926	55.782090000000004
201904	20139	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	56.43729	68.50116
201905	20139	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	42.52248	78.72228
201906	20139	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	86.05233	53.60355
201907	20139	78.72228	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	46.42092	77.50197
201908	20139	53.60355	78.72228	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	36.5274	72.91557
201909	20139	77.50197	53.60355	78.72228	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	46.96146	61.05645
201910	20139	72.91557	77.50197	53.60355	78.72228	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	37.78047	53.48889
201911	20139	61.05645	72.91557	77.50197	53.60355	78.72228	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	45.3726	
201912	20139	53.48889	61.05645	72.91557	77.50197	53.60355	78.72228	68.50116	55.782090000000004	11.22849	73.11213	51.29397	56.453669999999995	
201701	20140	20.27025												87.08427
201702	20140	48.00159	20.27025											78.35373
201703	20140	87.08427	48.00159	20.27025										23.48073
201704	20140	78.35373	87.08427	48.00159	20.27025									69.90165
201705	20140	23.48073	78.35373	87.08427	48.00159	20.27025								83.80008000000001
201706	20140	69.90165	23.48073	78.35373	87.08427	48.00159	20.27025							45.7002
201707	20140	83.80008000000001	69.90165	23.48073	78.35373	87.08427	48.00159	20.27025						71.97372
201708	20140	45.7002	83.80008000000001	69.90165	23.48073	78.35373	87.08427	48.00159	20.27025					93.04659
201709	20140	71.97372	45.7002	83.80008000000001	69.90165	23.48073	78.35373	87.08427	48.00159	20.27025				74.53719
201710	20140	93.04659	71.97372	45.7002	83.80008000000001	69.90165	23.48073	78.35373	87.08427	48.00159	20.27025			56.60928
